Congregation ID,Congregation,Members,RE Enrollment,Avg. Attendance,Date Certified,FC,Cong. Poll,Total Expenses,Region,District
5434,"Headwaters Unitarian Universalist Fellowship (Bemidji, MN)",49,0,27,01/31/18,,,"$11,481.00",MidAmerica Region,
5435,"Minnesota Valley UU Fellowship (Bloomington, MN)",166,54,0,01/17/18,,,"$229,852.00",MidAmerica Region,
5436,"Northwoods UU Fellowship (Brainerd, MN)",17,5,7,01/31/18,,,$575.00,MidAmerica Region,
5437,"Pilgrim House UU Fellowship (Arden Hills, MN)",82,13,58,01/29/18,,,"$30,126.00",MidAmerica Region,
5510,"Dakota UU Church (Burnsville, MN)",27,3,21,01/26/18,,,"$16,199.00",MidAmerica Region,
5511,"Unitarian Universalist Congregation of Duluth (Duluth, MN)",202,30,95,01/17/18,,,"$275,185.00",MidAmerica Region,
5512,"Lake Fellowship of Unitarian Universalists (Excelsior, MN)",32,6,25,12/13/17,,,"$23,631.00",MidAmerica Region,
5513,"Michael Servetus Unitarian Society (Fridley, MN)",95,36,79,01/31/18,,,"$132,442.00",MidAmerica Region,
5514,"Unitarian Fellowship of Grand Rapids (Grand Rapids, MN)",24,9,,01/31/18,,,"$4,029.00",MidAmerica Region,
5515,"Nora Church UU (Hanska, MN)",47,0,32,01/30/18,,,"$98,802.00",MidAmerica Region,
5516,"Unitarian Universalist Fellowship of Mankato (Mankato, MN)",111,46,68,01/28/18,,,"$132,094.00",MidAmerica Region,
5521,"First Unitarian Society of Minneapolis (Minneapolis, MN)",445,80,200,01/30/18,,,"$294,080.00",MidAmerica Region,
5522,"First Universalist Church of Minneapolis (Minneapolis, MN)",1026,500,668,01/29/18,,,"$1,388,571.00",MidAmerica Region,
5523,"Unitarian Universalist Fellowship of Northfield (Northfield, MN)",74,13,55,01/13/18,,,"$65,714.00",MidAmerica Region,
5524,"First Unitarian Universalist Church of Rochester, MN (Rochester, MN)",352,70,170,01/31/18,,,"$316,780.00",MidAmerica Region,
5531,"St Cloud UU Fellowship (Saint Cloud, MN)",69,12,58,01/26/18,,,"$22,940.00",MidAmerica Region,
5532,"Unity Church Unitarian (Saint Paul, MN)",908,447,702,02/01/18,,,"$1,477,919.00",MidAmerica Region,
5533,"Unitarian Church of Underwood (Underwood, MN)",62,0,45,02/01/18,,,"$39,730.00",MidAmerica Region,
5535,"UU Church of Minnetonka (Wayzata, MN)",181,68,92,01/09/18,None,,"$261,644.00",MidAmerica Region,
5536,"White Bear Unitarian Universalist Church (Mahtomedi, MN)",759,208,493,01/29/18,,,"$814,205.00",MidAmerica Region,
5537,"Mesabi UU Church (Virginia, MN)",54,6,20,12/08/17,,,"$5,575.00",MidAmerica Region,
5538,"Saint Croix UU Fellowship (Saint Croix Falls, WI)",45,1,30,01/31/18,,,"$10,121.00",MidAmerica Region,
5611,"Unitarian Universalist Church of Willmar (Willmar, MN)",33,0,,01/24/18,,,"$14,100.00",MidAmerica Region,
5612,"UU Fellowship of Winona (Winona, MN)",49,19,31,01/12/18,,,"$22,985.00",MidAmerica Region,
5614,"Our Home Universalist Unitarian Church (Laurel, MS)",22,5,18,01/30/18,,,"$23,881.00",Southern Region,
5615,"Unitarian Universalist Church of Jackson (Jackson, MS)",40,18,20,01/30/18,,,"$51,215.00",Southern Region,
5617,"UU Congregation of Tupelo (Tupelo, MS)",35,0,17,01/14/18,,,"$15,224.00",Southern Region,
5621,"Gulf Coast UU Fellowship (Gulfport, MS)",8,0,0,01/28/18,,,$54.00,Southern Region,
5623,"UU Congregation of Oxford (Oxford, MS)",97,29,36,01/23/18,,,"$34,363.00",Southern Region,
5625,"Unitarian Universalist Church (Columbia, MO)",264,92,155,01/31/18,,,"$266,809.00",MidAmerica Region,
5627,"Emerson UU Chapel (Saint Charles, MO)",28,0,21,01/26/18,None,,"$174,426.00",MidAmerica Region,
5632,"Unitarian Universalist Fellowship of Jefferson City (Jefferson City, MO)",43,5,33,01/22/18,,,"$22,545.00",MidAmerica Region,
5633,"All Souls Unitarian Universalist Church (Kansas City, MO)",306,85,202,01/24/18,,,"$553,191.00",MidAmerica Region,
5634,"Gaia Community (Kansas City, MO)",17,2,13,01/31/18,,,"$8,220.00",MidAmerica Region,
5635,"Eliot Unitarian Chapel (Kirkwood, MO)",534,,264,01/19/18,,,"$534,528.00",MidAmerica Region,
5636,"UU Fellowship of Rolla (Rolla, MO)",,,,,,,,MidAmerica Region,
5712,"First Unitarian Church of St. Louis (Saint Louis, MO)",244,60,119,01/24/18,,,"$499,298.00",MidAmerica Region,
5713,"First Unitarian Universalist Church of Springfield (Springfield, MO)",123,20,78,01/25/18,,,"$73,633.00",MidAmerica Region,
5730,"Second Unitarian Church of Omaha (Omaha, NE)",120,10,76,01/31/18,,,"$194,235.00",MidAmerica Region,
5731,"Unitarian Church of Lincoln (Lincoln, NE)",287,93,164,01/24/18,,,"$384,380.00",MidAmerica Region,
5732,"First Unitarian Church (Omaha, NE)",244,75,120,01/19/18,,,"$312,992.00",MidAmerica Region,
5735,"Kearney UU Fellowship (Lexington, NE)",10,,N/A,01/13/18,,,$0.00,MidAmerica Region,
5924,"UU Church in Cherry Hill (Cherry Hill, NJ)",197,47,141,02/01/18,,,"$372,122.00",   Joseph Priestley District,
5925,"Skylands UU Fellowship (Hackettstown, NJ)",27,10,16,01/11/18,None,,"$13,519.00",Central-East Region Group,
5932,"UU Congregation of Monmouth County (Lincroft, NJ)",324,92,168,01/09/18,,,"$439,287.00",Central-East Region Group,
5933,"The UU Congregation at Montclair (Montclair, NJ)",358,135,207,01/31/18,,,"$619,487.00",Central-East Region Group,
5934,"Morristown Unitarian Fellowship (Morristown, NJ)",347,98,220,01/31/18,,,"$548,269.00",Central-East Region Group,
5935,"First Unit Univ Fellowship of Hunterdon County (Baptistown, NJ)",134,71,72,01/02/18,,,"$222,739.00",Central-East Region Group,
6011,"The Unitarian Society A UU Congregation (East Brunswick, NJ)",118,23,66,01/25/18,,,"$169,126.00",Central-East Region Group,
6012,"UU Fellowship of Sussex County (Newton, NJ)",60,14,40,01/19/18,,,"$56,500.00",Central-East Region Group,
6013,"First Unitarian Universalist Church of Essex County (Orange, NJ)",17,0,18,01/26/18,,,"$93,597.00",Central-East Region Group,
6014,"Central Unitarian Church (Paramus, NJ)",183,48,100,02/01/18,,,"$374,981.00",Central-East Region Group,
6015,"First Unitarian Society of Plainfield (Plainfield, NJ)",102,16,25,01/23/18,,,"$207,238.00",Central-East Region Group,
6016,"UU Congregation of Somerset Hills (Somerville, NJ)",110,,47,01/19/18,,,"$164,964.00",Central-East Region Group,
6021,"Unitarian Universalist Congregation of Princeton (Princeton, NJ)",325,57,173,01/09/18,,,"$609,859.00",Central-East Region Group,
6022,"The Unitarian Society of Ridgewood NJ (Ridgewood, NJ)",249,87,100,01/30/18,,,"$543,166.00",Central-East Region Group,
6023,"UU Congregation of the Palisades (Englewood, NJ)",28,,22,01/29/18,,,"$46,300.00",Central-East Region Group,
6025,"Beacon UU Congregation in Summit (Summit, NJ)",473,197,291,01/17/18,,,"$792,758.00",Central-East Region Group,
6026,"UU Ocean County Congregation (Lanoka Harbor, NJ)",28,2,25,01/31/18,,,"$27,400.00",Central-East Region Group,
6027,"UU Congregation of the South Jersey Shore (Pomona, NJ)",104,26,62,02/01/18,,,"$195,140.00",   Joseph Priestley District,
6031,"UU Church at Washington Crossing (Titusville, NJ)",282,108,199,02/01/18,,,"$389,610.00",Central-East Region Group,
6032,"Lakeland Unitarian Universalist Fellowship (Wayne, NJ)",17,0,11,01/23/18,,,"$25,219.00",Central-East Region Group,
6036,"Dorothea Dix UU Community (Bordentown, NJ)",42,,,01/31/18,,,$0.00,   Joseph Priestley District,
6123,"First UU Society of Albany (Albany, NY)",366,104,117,01/29/18,,,"$396,536.00",Central-East Region Group,
6124,"Pullman Memorial Universalist Church (Albion, NY)",37,,15,01/31/18,,,"$25,733.00",Central-East Region Group,
6125,"Auburn UU Society (Auburn, NY)",32,0,18,02/01/18,,,"$47,660.00",Central-East Region Group,
6127,"Brockport UU Fellowship (Brockport, NY)",7,0,10,02/01/18,,,$508.00,Central-East Region Group,
6129,"Hornell Alfred UU Society (Prattsburgh, NY)",16,0,12,01/05/18,,,$750.00,Central-East Region Group,
6130,"UU Society of South Suffolk (Bay Shore, NY)",20,6,20,01/28/18,,,$0.00,Central-East Region Group,
6131,"Unitarian Church of Barneveld (Barneveld, NY)",49,,25,01/22/18,,,"$14,029.00",Central-East Region Group,
6133,"UU Congregation of the Great South Bay (Sayville, NY)",22,0,10,01/30/18,,,"$24,813.00",Central-East Region Group,
6134,"UU Fellowship of Big Flats (Big Flats, NY)",34,0,,01/28/18,,,"$11,082.00",Central-East Region Group,
6135,"UU Congregation of Binghamton (Binghamton, NY)",219,55,115,01/30/18,,,"$334,719.00",Central-East Region Group,
6210,"All Souls Bethlehem Church (Brooklyn, NY)",15,2,25,01/19/18,,,"$105,405.00",Central-East Region Group,
6211,"First Unitarian Congregational Society in Brooklyn (Brooklyn, NY)",292,100,300,01/22/18,,,"$866,500.00",Central-East Region Group,
6213,"UU Church of Buffalo (Buffalo, NY)",347,100,256,01/30/18,,,"$506,197.00",Central-East Region Group,
6214,"UU Church of Canton (Canton, NY)",177,59,130,01/17/18,,,"$236,015.00",Central-East Region Group,
6216,"First Universalist Society of Central Square (Central Square, NY)",36,5,23,01/23/18,,,"$29,600.00",Central-East Region Group,
6217,"UU Fellowship of Chautauqua (Chautauqua, NY)",28,0,171,01/29/18,,,"$47,201.00",Central-East Region Group,
6218,"UU Church of Canandaigua (Canandaigua, NY)",77,8,43,01/26/18,,,"$50,936.00",Central-East Region Group,
6219,"Original Blessing: A UU Congregation (Brooklyn, NY)",12,0,15,01/31/18,None,,"$1,400.00",Central-East Region Group,
6221,"Unitarian Universalist Church of Cortland (Cortland, NY)",16,5,12,01/29/18,,,"$24,005.00",Central-East Region Group,
6222,"UU Congregation of the Hudson Valley (Croton-on-hudson, NY)",96,39,77,01/22/18,,,"$192,345.00",Central-East Region Group,
6231,"UU Church of East Aurora (East Aurora, NY)",43,0,,01/14/18,,,"$10,577.00",Central-East Region Group,
6232,"UU Fellowship at Stony Brook (Stony Brook, NY)",244,50,81,01/31/18,,,"$343,410.00",Central-East Region Group,
6235,"South Nassau Unitarian Universalist Congregation (Freeport, NY)",100,26,53,01/28/18,,,"$203,413.00",Central-East Region Group,
6236,"UU Congregation of Northern Chautauqua (Fredonia, NY)",36,6,35,01/27/18,,,"$46,542.00",Central-East Region Group,
6311,"UU Congregation of Central Nassau (Garden City, NY)",72,16,32,01/31/18,,,"$133,555.00",Central-East Region Group,
6314,"UU Congregation of Glens Falls (Glens Falls, NY)",69,7,35,01/24/18,,,"$61,423.00",Central-East Region Group,
6320,"UU Congregation of Queens (Flushing, NY)",32,0,18,01/31/18,,,"$138,045.00",Central-East Region Group,
6321,"UU Church of Hamburg (Hamburg, NY)",16,8,,01/13/18,,,"$22,585.00",Central-East Region Group,
6331,"UU Fellowship of Huntington (Huntington, NY)",216,63,133,01/26/18,,,$0.00,Central-East Region Group,
6332,"First Unitarian Society of Ithaca (Ithaca, NY)",302,40,163,11/16/17,,,"$382,400.00",Central-East Region Group,
6333,"UU Congregation of Jamestown NY (Jamestown, NY)",51,5,37,01/30/18,,,"$27,241.00",Central-East Region Group,
6334,"UU Congregation of the Catskills (Kingston, NY)",101,15,55,01/21/18,,,"$130,026.00",Central-East Region Group,
6335,"Fourth UU Congregation of Westchester County, NY (Mohegan Lake, NY)",49,5,,01/30/18,,,$0.00,Central-East Region Group,
6411,"St Paul Universalist Church (Little Falls, NY)",37,2,0,01/29/18,,,"$45,565.00",Central-East Region Group,
6414,"Middletown UU Fellowship (Middletown, NY)",8,,8,01/20/18,,,"$10,000.00",Central-East Region Group,
6416,"UU Congregation at Rock Tavern (Washingtonville, NY)",47,2,25,01/28/18,,,"$86,690.00",Central-East Region Group,
6421,"The Community Church of New York UU (New York, NY)",158,0,67,01/29/18,,,"$1,492,994.00",Central-East Region Group,
6422,"The Unitarian Church of All Souls (New York, NY)",1011,135,440,01/31/18,,,"$2,390,940.00",Central-East Region Group,
6423,"Fourth Universalist Society in the City of New York (New York, NY)",121,30,98,02/01/18,,,"$511,830.00",Central-East Region Group,
6424,"First UU Church of Niagara (Niagara Falls, NY)",29,0,20,01/25/18,,,"$27,285.00",Central-East Region Group,
6425,"North Fork UU Fellowship (Greenport, NY)",10,0,12,01/02/18,,,"$15,154.00",Central-East Region Group,
6431,"Unitarian Universalist Fellowship of Northern Westchester (Mount Kisco, NY)",110,38,83,01/19/18,,,"$220,530.00",Central-East Region Group,
6434,"UU Society of Oneonta Inc. (Oneonta, NY)",188,28,80,01/26/18,,,"$199,173.00",Central-East Region Group,
6512,"UU Congregation at Shelter Rock (Manhasset, NY)",553,204,267,01/26/18,,,"$5,045,059.00",Central-East Region Group,
6513,"UU Fellowship of Plattsburgh NY (Plattsburgh, NY)",79,42,49,01/24/18,,,"$39,440.00",Central-East Region Group,
6514,"UU Congregation of Rockland County (Pomona, NY)",70,27,40,01/29/18,,,"$98,304.00",Central-East Region Group,
6521,"UU Fellowship of Poughkeepsie (Poughkeepsie, NY)",94,37,51,01/30/18,,,"$124,869.00",Central-East Region Group,
6522,"First Unitarian Church (Rochester, NY)",760,185,370,01/22/18,,,"$1,094,295.00",Central-East Region Group,
6523,"The First Universalist Church of Rochester (Rochester, NY)",148,8,77,01/31/18,,,"$173,461.00",Central-East Region Group,
6524,"First Universalist Society (Salisbury Center, NY)",10,0,5,01/22/18,None,,"$4,500.00",Central-East Region Group,
6525,"UU Congregation of Saratoga Springs (Saratoga Springs, NY)",160,28,110,01/30/18,,,"$93,392.00",Central-East Region Group,
6526,"Adirondack Unitarian Universalist Community (Clear Lake, NY)",45,8,,01/30/18,None,,"$20,362.00",Central-East Region Group,
6532,"Unitarian Universalist Society of Schenectady (Schenectady, NY)",379,132,193,01/30/18,,,"$489,216.00",Central-East Region Group,
6534,"The First Universalist Church of Southold (Southold, NY)",46,3,35,01/29/18,,,"$112,887.00",Central-East Region Group,
6535,"Unitarian Church of Staten Island (Staten Island, NY)",51,0,41,01/22/18,,,$0.00,Central-East Region Group,
6611,"First Unitarian Universalist Society of Syracuse (Syracuse, NY)",111,46,72,01/11/18,,,"$103,164.00",Central-East Region Group,
6612,"May Memorial UU Society (Syracuse, NY)",209,90,100,01/31/18,,,"$290,058.00",Central-East Region Group,
6613,"UU Church of Utica (Utica, NY)",109,9,53,01/23/18,,,"$91,099.00",Central-East Region Group,
6614,"All Souls UU Church (Watertown, NY)",52,20,32,01/12/18,,,"$81,756.00",Central-East Region Group,
6620,"Unitarian Universalist Congregation of The South Fork Inc. (Bridgehampton, NY)",44,2,30,01/26/18,,,"$144,955.00",Central-East Region Group,
6621,"Community UU Congregation at White Plains (White Plains, NY)",194,81,141,01/31/18,,,"$574,520.00",Central-East Region Group,
6622,"UU Church of Amherst (Williamsville, NY)",173,41,100,01/23/18,,,"$241,737.00",Central-East Region Group,
6623,"First Unitarian Society of Westchester (Hastings On Hudson, NY)",117,50,55,01/24/18,,,"$223,628.00",Central-East Region Group,
6624,"Unitarian Universalist Congregation of Asheville (Asheville, NC)",503,168,285,01/16/18,,,"$659,960.00",Southern Region,
6625,"UU Church of Charlotte (Charlotte, NC)",682,210,354,01/29/18,,,"$809,520.00",Southern Region,
6626,"The Community Church of Chapel Hill UU (Chapel Hill, NC)",416,174,358,01/25/18,,,"$527,817.00",Southern Region,
6627,"UU Congregation of the Swannanoa Valley (Black Mountain, NC)",112,9,78,01/21/18,,,"$88,826.00",Southern Region,
6628,"UUs of Transylvania County (Brevard, NC)",172,52,117,01/26/18,,,"$195,243.00",Southern Region,
6629,"Boone UU Fellowship (Boone, NC)",67,60,40,01/31/18,,,"$63,051.00",Southern Region,
6630,"Piedmont Unitarian Universalist Church (Charlotte, NC)",206,58,95,01/25/18,,,"$273,784.00",Southern Region,
6632,"Eno River UU Fellowship (Durham, NC)",693,189,368,01/30/18,,,"$882,100.00",Southern Region,
6634,"UU Church of Greensboro (Jamestown, NC)",165,42,83,01/29/18,,,"$247,491.00",Southern Region,
6635,"UU Congregation of Greenville (Greenville, NC)",87,10,60,01/30/18,,,"$84,902.00",Southern Region,
6636,"UU Fellowship of Franklin North Carolina (Franklin, NC)",62,0,,01/30/18,,,"$34,449.00",Southern Region,
6637,"UU Fellowship Hendersonville NC. Inc. (Hendersonville, NC)",205,45,115,01/30/18,,,"$230,141.00",Southern Region,
6638,"UU Church of Catawba Valley (Hickory, NC)",57,9,51,01/17/18,,,"$34,737.00",Southern Region,
6639,"Thermal Belt UU Fellowship (Tryon, NC)",22,0,31,01/26/18,,,"$17,129.00",Southern Region,
6640,"UU Fellowship of Rocky Mount, Inc. (Rocky Mount, NC)",26,0,16,01/17/18,,,"$8,264.00",Southern Region,
6641,"UU Fellowship of Lake Norman (Davidson, NC)",49,11,36,01/30/18,,,"$30,989.00",Southern Region,
6710,"UU Congregation of Hillsborough (Hillsborough, NC)",95,50,110,01/30/18,,,"$99,792.00",Southern Region,
6713,"UU PEACE Fellowship (Raleigh, NC)",52,10,40,01/30/18,,,"$31,323.00",Southern Region,
6714,"Unitarian Universalist Fellowship of Raleigh (Raleigh, NC)",516,230,240,01/25/18,,,"$573,743.00",Southern Region,
6715,"First Universalist Church of Sampson County at Red Hill (Clinton, NC)",16,0,12,01/31/18,,,"$37,600.00",Southern Region,
6716,"Unitarian Coastal Fellowship (Morehead City, NC)",97,18,56,01/16/18,,,"$109,845.00",Southern Region,
6717,"UU Congregation of the Outer Banks (Kitty Hawk, NC)",54,0,40,01/31/18,,,"$46,780.00",Southern Region,
6719,"UU Fellowship of New Bern NC (New Bern, NC)",86,10,73,01/13/18,,,"$50,984.00",Southern Region,
6721,"Outlaw's Bridge Universalist Church (Seven Springs, NC)",36,20,18,01/21/18,,,"$57,862.00",Southern Region,
6722,"Unitarian Universalist Congregation of Wilmington (Wilmington, NC)",209,78,156,01/16/18,,,"$227,350.00",Southern Region,
6723,"UU Fellowship of Winston Salem (Winston Salem, NC)",315,99,185,01/31/18,,,"$376,484.00",Southern Region,
6724,"Bismarck Mandan UU Fellowship and Church (Bismarck, ND)",93,32,70,01/31/18,,,"$111,821.00",MidAmerica Region,
6725,"UU Church of Fargo Moorhead (Fargo, ND)",73,10,37,01/26/18,None,,"$60,041.00",MidAmerica Region,
6730,"Grand Forks UU Fellowship (Grand Forks, ND)",11,0,12,02/01/18,,,"$9,613.00",MidAmerica Region,
6733,"Unitarian Universalist Church of Akron (Fairlawn, OH)",324,158,184,01/25/18,,,"$334,170.00",Central-East Region Group,
6734,"UU Fellowship of Athens (Ohio) (Athens, OH)",38,8,45,01/29/18,,,"$36,800.00",Central-East Region Group,
6735,"All Souls UU Church (Bellville, OH)",67,45,38,01/29/18,,,"$21,500.00",Central-East Region Group,
6813,"UU Congregation of Greater Canton (Canton, OH)",24,15,15,01/28/18,,,"$34,350.00",Central-East Region Group,
6814,"Harmony UU Church (Maineville, OH)",58,51,64,01/07/18,,,"$25,400.00",MidAmerica Region,
6815,"First Unitarian Church (Cincinnati, OH)",289,58,127,01/16/18,,,"$366,466.00",MidAmerica Region,
6821,"Heritage Universalist Unitarian Church (Cincinnati, OH)",172,80,145,01/21/18,,,"$218,275.00",MidAmerica Region,
6822,"St. John's Unitarian Universalist Church (Cincinnati, OH)",228,50,131,01/30/18,,,"$276,979.00",MidAmerica Region,
6824,"The Gathering at Northern Hills - A UU Community (Cincinnati, OH)",87,36,68,01/23/18,,,"$123,361.00",MidAmerica Region,
6831,"Unitarian Universalist Society of Cleveland (Cleveland Heights, OH)",57,10,53,01/30/18,,,"$194,179.00",Central-East Region Group,
6832,"West Shore UU Church (Cleveland, OH)",558,113,261,01/31/18,,,"$694,164.00",Central-East Region Group,
6834,"First UU Church of Columbus (Columbus, OH)",585,221,306,01/25/18,,,"$831,951.00",Central-East Region Group,
6837,"North UU Congregation (Lewis Center, OH)",128,42,77,01/16/18,,,"$150,422.00",Central-East Region Group,
6838,"Miami Valley UU Fellowship (Dayton, OH)",165,40,102,01/31/18,,,"$241,254.00",MidAmerica Region,
6910,"UU Church of Blanchard Valley (Findlay, OH)",20,0,21,01/22/18,,,"$22,307.00",Central-East Region Group,
6912,"Eldorado Universalist Church (Eldorado, OH)",18,3,14,01/13/18,None,,"$18,516.00",MidAmerica Region,
6915,"Unitarian Universalist Church of Kent (Kent, OH)",197,81,147,01/18/18,,,"$253,740.00",Central-East Region Group,
6916,"Delaware UU Fellowship (Delaware, OH)",14,0,,01/30/18,,,"$13,786.00",Central-East Region Group,
6921,"First Universalist Church of Westfield Center (Westfield Center, OH)",21,0,10,01/16/18,None,,"$15,253.00",Central-East Region Group,
6922,"UU Fellowship of Lima Ohio Inc. (Lima, OH)",22,5,18,02/01/18,,,"$17,319.00",MidAmerica Region,
6925,"First Universalist Church (Lyons, OH)",34,8,20,02/01/18,,,"$16,284.00",Central-East Region Group,
6926,"First Unitarian Universalist Society of Marietta (Marietta, OH)",125,10,71,01/30/18,,,"$85,785.00",Central-East Region Group,
6932,"East Shore Unitarian Universalist Church (Kirtland, OH)",160,36,78,01/22/18,,,"$235,958.00",Central-East Region Group,
6933,"First Universalist Church (UU) (New Madison, OH)",36,,20,01/28/18,,,"$29,034.00",MidAmerica Region,
6934,"Olmsted UU Congregation (North Olmsted, OH)",38,7,20,12/19/17,,,$0.00,Central-East Region Group,
7010,"Maumee Valley UU Congregation (Bowling Green, OH)",78,16,38,01/24/18,None,,"$97,481.00",Central-East Region Group,
7011,"Oberlin UU Fellowship (Oberlin, OH)",70,18,42,01/29/18,,,"$74,687.00",Central-East Region Group,
7013,"Unitarian Universalist Fellowship of the Firelands (Sandusky, OH)",14,0,,01/23/18,,,"$5,290.00",Central-East Region Group,
7014,"First Unitarian Church of Cleveland (Shaker Heights, OH)",321,52,153,01/31/18,,,"$508,606.00",Central-East Region Group,
7015,"Unitarian Universalist Congregation East (Reynoldsburg, OH)",19,4,,01/28/18,,,"$12,280.00",Central-East Region Group,
7016,"Hopedale UU Community (Oxford, OH)",61,23,51,01/23/18,,,"$50,160.00",MidAmerica Region,
7020,"UU Fellowship of Wayne County Ohio (Wooster, OH)",191,80,142,01/12/18,,,"$206,115.00",Central-East Region Group,
7023,"Unitarian Universalist Fellowship of Yellow Springs (Yellow Springs, OH)",54,0,,01/30/18,,,"$26,063.00",MidAmerica Region,
7024,"First UU Church of Youngstown Ohio (Youngstown, OH)",123,41,70,01/25/18,,,"$148,230.00",Central-East Region Group,
7025,"UU Church of Bartlesville (Bartlesville, OK)",29,0,15,01/09/18,,,"$18,014.00",Southern Region,
7026,"Southwest UU Church (North Royalton, OH)",90,34,74,01/22/18,,,"$130,544.00",Central-East Region Group,
7028,"First Unitarian Church (Toledo, OH)",169,41,95,01/30/18,,,"$205,049.00",Central-East Region Group,
7030,"UU Church of Lawton (Lawton, OK)",52,8,38,,,,,Southern Region,
7032,"West Wind UU Congregation (Norman, OK)",48,21,50,01/25/18,None,,"$36,890.00",Southern Region,
7033,"First Unitarian Church of Oklahoma City (Oklahoma City, OK)",306,90,150,02/01/18,,,"$396,989.00",Southern Region,
7035,"UU Church of Stillwater (Stillwater, OK)",36,8,32,02/01/18,,,"$24,064.00",Southern Region,
7036,"Channing UU Church of Edmond OK Inc. (Edmond, OK)",41,2,31,01/26/18,,,"$56,459.00",Southern Region,
7037,"UU Congregation of Tahlequah (Tahlequah, OK)",,,,,None,,,Southern Region,
7111,"All Souls Unitarian Church (Tulsa, OK)",2172,642,503,01/30/18,,,"$2,078,071.00",Southern Region,
7112,"Hope Unitarian Church (Tulsa, OK)",150,25,103,01/23/18,,,"$211,609.00",Southern Region,
7113,"Church of the Restoration Unitarian Universalist (Tulsa, OK)",17,0,12,02/01/18,None,,"$17,050.00",Southern Region,
7213,"The Unitarian Universalist Church of the Lehigh Valley (Bethlehem, PA)",185,43,94,01/27/18,,,"$307,461.00",   Joseph Priestley District,
7214,"First Universalist Church (Kingsley, PA)",34,3,30,01/20/18,,,"$28,498.00",   Joseph Priestley District,
7217,"Unitarian Universalists of the Cumberland Valley (Boiling Springs, PA)",169,35,102,01/11/18,,,"$271,056.00",   Joseph Priestley District,
7220,"UU Fellowship of the Poconos (Stroudsburg, PA)",40,0,30,01/29/18,,,$0.00,Central-East Region Group,
7221,"Main Line Unitarian Church (Devon, PA)",535,120,225,01/22/18,,,"$759,204.00",   Joseph Priestley District,
7222,"UU Congregation of Erie (Erie, PA)",94,20,60,01/24/18,,,"$143,660.00",Central-East Region Group,
7224,"First UU Church of Girard (Girard, PA)",22,0,21,01/31/18,,,$0.00,Central-East Region Group,
7226,"UUs of Gettysburg (Gettysburg, PA)",53,5,40,01/28/18,,,"$54,006.00",   Joseph Priestley District,
7231,"Unitarian Church of Harrisburg (Harrisburg, PA)",270,72,89,02/01/18,,,"$383,543.00",   Joseph Priestley District,
7232,"First UU Church of Indiana (Indiana, PA)",82,41,60,01/29/18,,,"$98,213.00",Central-East Region Group,
7234,"UU Church of Lancaster PA (Lancaster, PA)",287,64,96,02/01/18,,,"$377,130.00",   Joseph Priestley District,
7235,"UU Fellowship of Lower Bucks (Langhorne, PA)",44,18,54,01/31/18,,,"$72,525.00",   Joseph Priestley District,
7311,"Joseph Priestley UU Fellowship (Lewisburg, PA)",18,0,10,01/26/18,,,"$1,650.00",   Joseph Priestley District,
7313,"UU Church of Meadville (Meadville, PA)",94,12,50,01/30/18,,,"$119,439.00",Central-East Region Group,
7314,"UU Church of Delaware County (Media, PA)",270,117,200,01/30/18,,,"$420,509.00",   Joseph Priestley District,
7315,"East Suburban UU Church (Murrysville, PA)",48,9,22,01/29/18,,,"$35,005.00",Central-East Region Group,
7316,"Upper Delaware UU Fellowship (Beach Lake, PA)",21,0,15,01/30/18,,,"$3,010.00",Central-East Region Group,
7320,"UU Congregation of Susquehanna Valley (Northumberland, PA)",124,49,73,01/29/18,,,"$124,176.00",   Joseph Priestley District,
7321,"Thomas Paine UU Fellowship (Collegeville, PA)",72,20,50,01/30/18,,,"$82,056.00",   Joseph Priestley District,
7323,"First Unitarian Church of Philadelphia (Philadelphia, PA)",186,38,146,02/01/18,,,"$504,345.00",   Joseph Priestley District,
7324,"Unitarian Society of Germantown (Philadelphia, PA)",298,108,179,01/31/18,,,"$487,320.00",   Joseph Priestley District,
7325,"UU Church of the Restoration (Philadelphia, PA)",80,5,48,01/28/18,,,"$190,924.00",   Joseph Priestley District,
7332,"First Unitarian Church of Pittsburgh (Pittsburgh, PA)",296,70,101,01/26/18,,,"$504,200.00",Central-East Region Group,
7333,"Allegheny Unitarian Universalist Church (Pittsburgh, PA)",75,14,60,01/30/18,,,"$88,976.00",Central-East Region Group,
7334,"UU Church of the North Hills (Pittsburgh, PA)",195,80,124,01/29/18,,,"$316,140.00",Central-East Region Group,
7335,"UU Church of the South Hills (Pittsburgh, PA)",250,80,170,01/29/18,,,"$322,799.00",Central-East Region Group,
7411,"Unitarian Universalist Fellowship of Pottstown (Pottstown, PA)",39,8,28,01/31/18,,,"$47,203.00",   Joseph Priestley District,
7412,"First UU Church Berks County (Reading, PA)",160,62,99,01/31/18,,,"$215,247.00",   Joseph Priestley District,
7414,"UU Congregation of Smithton (Smithton, PA)",12,0,10,01/30/18,,,"$9,756.00",Central-East Region Group,
7416,"UU Fellowship Ligonier Valley (Ligonier, PA)",46,1,30,01/24/18,,,"$28,833.00",Central-East Region Group,
7418,"WellSprings Congregation (Exton, PA)",295,79,220,01/25/18,,,"$258,076.00",   Joseph Priestley District,
7419,"Ginger Hill UU Congregation (Slippery Rock, PA)",22,0,18,01/28/18,,,"$9,075.00",Central-East Region Group,
